date,published_at,symbol,source,title,summary,url,query_keyword,text,finbert_label,sentiment_score,language,source_type,crawl_version
2026-04-20,2026-04-20T12:36:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行严正声明：网传管理层变动系不实信息 - 中国基金报,"<a href=""https://news.google.com/rss/articles/CBMiekFVX3lxTE8xWjA1Y3pmTmVUb2UwdGN2QnZiRE5pQU4tcjZHSzVPQzYzM3JNZnRuazI2T0ZPSHc4SmM5N01hVDUwQUdqZ294amVUcmJvWHp5eFAtRGNmMW1RUzBjcjhXOXdtN0VsTkhONVZoNmMxWTdtRlZDS2VIY0dR?oc=5"" target=""_blank"">平安银行严正声明：网传管理层变动系不实信息</a>&nbsp;&nbsp;<font color=""#6f6f6f"">中国基金报</font>",https://news.google.com/rss/articles/CBMiekFVX3lxTE8xWjA1Y3pmTmVUb2UwdGN2QnZiRE5pQU4tcjZHSzVPQzYzM3JNZnRuazI2T0ZPSHc4SmM5N01hVDUwQUdqZ294amVUcmJvWHp5eFAtRGNmMW1RUzBjcjhXOXdtN0VsTkhONVZoNmMxWTdtRlZDS2VIY0dR?oc=5,平安银行,平安银行严正声明：网传管理层变动系不实信息 - 中国基金报. 平安银行严正声明：网传管理层变动系不实信息 中国基金报,neutral,0.07706484,zh,bootstrap,mixed_real_news_v6
2026-04-20,2026-04-20T14:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行：管理层变动系谣言，目前经营团队稳定 - 奥一网,"<a href=""https://news.google.com/rss/articles/CBMiZkFVX3lxTFAyclVhdzYxdnFaMnltOXU3ZDNMLWd3UUNJeHV6dzF0Rlg3akJ2VG9BYVdickx1QmhhUHQ0WWMxQ2l5NmxXazBvT0dQZVFkd0Z0ZmpvN1JCSzBOUUY5R0Y3Y0cxMzVHdw?oc=5"" target=""_blank"">平安银行：管理层变动系谣言，目前经营团队稳定</a>&nbsp;&nbsp;<font color=""#6f6f6f"">奥一网</font>",https://news.google.com/rss/articles/CBMiZkFVX3lxTFAyclVhdzYxdnFaMnltOXU3ZDNMLWd3UUNJeHV6dzF0Rlg3akJ2VG9BYVdickx1QmhhUHQ0WWMxQ2l5NmxXazBvT0dQZVFkd0Z0ZmpvN1JCSzBOUUY5R0Y3Y0cxMzVHdw?oc=5,平安银行,平安银行：管理层变动系谣言，目前经营团队稳定 - 奥一网. 平安银行：管理层变动系谣言，目前经营团队稳定 奥一网,neutral,0.063074656,zh,bootstrap,mixed_real_news_v6
2026-04-20,2026-04-20T22:23:57+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行严正声明：网传管理层变动系不实信息 - 东方财富,"<a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTFBqN25ZUXBQSW12cUNRVXVTX3RjbEZWUHg0S29OcEs2M2pSU3dONTFFWTFNX21JOTExUEpON0I4LUMyYjVsMEtiQlFSS2hCYzhQX29zZGVsTVRGam5hYVd5aA?oc=5"" target=""_blank"">平安银行严正声明：网传管理层变动系不实信息</a>&nbsp;&nbsp;<font color=""#6f6f6f"">东方财富</font>",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBqN25ZUXBQSW12cUNRVXVTX3RjbEZWUHg0S29OcEs2M2pSU3dONTFFWTFNX21JOTExUEpON0I4LUMyYjVsMEtiQlFSS2hCYzhQX29zZGVsTVRGam5hYVd5aA?oc=5,平安银行,平安银行严正声明：网传管理层变动系不实信息 - 东方财富. 平安银行严正声明：网传管理层变动系不实信息 东方财富,neutral,0.035694245,zh,bootstrap,mixed_real_news_v6
2026-04-21,2026-04-21T03:13:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行紧急辟谣“管理层变动”传闻：已报案，经营团队稳定 - 财富号,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE0xODItRzhOZzNfSmlXY2JvSGVWSXVERE04bmJpa3VXUHZkanh5cmItSnBVXzNVOURUMkVzS285VGYxWlpNeG1OdDUtT01WdDJobXhicVhXUmVkV1VaUE9GTG9rSUJ5X1huUERn?oc=5"" target=""_blank"">平安银行紧急辟谣“管理层变动”传闻：已报案，经营团队稳定</a>&nbsp;&nbsp;<font color=""#6f6f6f"">财富号</font>",https://news.google.com/rss/articles/CBMia0FVX3lxTE0xODItRzhOZzNfSmlXY2JvSGVWSXVERE04bmJpa3VXUHZkanh5cmItSnBVXzNVOURUMkVzS285VGYxWlpNeG1OdDUtT01WdDJobXhicVhXUmVkV1VaUE9GTG9rSUJ5X1huUERn?oc=5,平安银行,平安银行紧急辟谣“管理层变动”传闻：已报案，经营团队稳定 - 财富号. 平安银行紧急辟谣“管理层变动”传闻：已报案，经营团队稳定 财富号,neutral,0.047518305,zh,bootstrap,mixed_real_news_v6
2026-04-21,2026-04-21T07:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行北京分行2026“艺术焕新”系列活动圆满收官——罗维x平安银行重构春日艺术想象 - 新浪财经,"<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE1vWENKX3A2dUhncHQtSUp6NnZqV0J1Mkk0RDhqREkxXzFDRWJYN3dZNl9NVHpES1g1MXctelN5cUhQWTd1M2JGUS1kcVBzcVdUXzBFZlY2c0xWbkptTXBYM3prbTRJRVF2UjJGM1lwa3d5eUJWU3hkLQ?oc=5"" target=""_blank"">平安银行北京分行2026“艺术焕新”系列活动圆满收官——罗维x平安银行重构春日艺术想象</a>&nbsp;&nbsp;<font color=""#6f6f6f"">新浪财经</font>",https://news.google.com/rss/articles/CBMieEFVX3lxTE1vWENKX3A2dUhncHQtSUp6NnZqV0J1Mkk0RDhqREkxXzFDRWJYN3dZNl9NVHpES1g1MXctelN5cUhQWTd1M2JGUS1kcVBzcVdUXzBFZlY2c0xWbkptTXBYM3prbTRJRVF2UjJGM1lwa3d5eUJWU3hkLQ?oc=5,平安银行,平安银行北京分行2026“艺术焕新”系列活动圆满收官——罗维x平安银行重构春日艺术想象 - 新浪财经. 平安银行北京分行2026“艺术焕新”系列活动圆满收官——罗维x平安银行重构春日艺术想象 新浪财经,neutral,0.084704444,zh,bootstrap,mixed_real_news_v6
2026-04-21,2026-04-21T07:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行发言人表示已向公安报案，将造谣者绳之以法！ - 新浪财经,"<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxNaWlBdFF5aFhId3RrUWZfZk42a2V5dXFhNHExb2lfV3pVTlQ1ZEtPaDE4M25SbF9URVdnTG5aNFVMTVlBeThHVkRzT1NxcDRjQ0txWklOQmNiSTdzQmVvMzhmZXY5X3hXT2xIR0VIaGJYbENxUDlzb3pFYVViRzZNdTEyOEM?oc=5"" target=""_blank"">平安银行发言人表示已向公安报案，将造谣者绳之以法！</a>&nbsp;&nbsp;<font color=""#6f6f6f"">新浪财经</font>",https://news.google.com/rss/articles/CBMihAFBVV95cUxNaWlBdFF5aFhId3RrUWZfZk42a2V5dXFhNHExb2lfV3pVTlQ1ZEtPaDE4M25SbF9URVdnTG5aNFVMTVlBeThHVkRzT1NxcDRjQ0txWklOQmNiSTdzQmVvMzhmZXY5X3hXT2xIR0VIaGJYbENxUDlzb3pFYVViRzZNdTEyOEM?oc=5,平安银行,平安银行发言人表示已向公安报案，将造谣者绳之以法！ - 新浪财经. 平安银行发言人表示已向公安报案，将造谣者绳之以法！ 新浪财经,neutral,0.074910335,zh,bootstrap,mixed_real_news_v6
2026-04-21,2026-04-21T23:25:00+00:00,000001.SZ,平安银行 - Bing新聞,调研｜平安银行对公和零售信贷投放首近1:1！科技金融再进阶，成对公强势引擎,截至今年3月末，创业板上市公司占A股上市公司总数1/4，总市值近18万亿元，是全球最具活力的市场之一。助推这一数据的，是多家银行科技金融战略不断深化，服务科技企业方法论持续升级——银行通常在科技企业初创期或成长早期就介入信贷支持，并且提升审批效率、在准入和价格上给予优惠政策。,http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=69fb1697ba8743c0889fc07426afbc5c&url=https%3a%2f%2ffinance.ifeng.com%2fc%2f8sWyIXTFtOY&c=110639493118481144&mkt=zh-tw,平安银行,调研｜平安银行对公和零售信贷投放首近1:1！科技金融再进阶，成对公强势引擎. 截至今年3月末，创业板上市公司占A股上市公司总数1/4，总市值近18万亿元，是全球最具活力的市场之一。助推这一数据的，是多家银行科技金融战略不断深化，服务科技企业方法论持续升级——银行通常在科技企业初创期或成长早期就介入信贷支持，并且提升审批效率、在准入和价格上给予优惠政策。,neutral,0.074024625,zh,bootstrap,mixed_real_news_v6
2026-04-22,2026-04-22T04:31:56+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行，顶压前行_公司新闻_财经 - 证券之星,"<a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE8wOEM1YU1hcGUtRE5EckVFZnRYbVdNMW9tejJtbm5memtWenNqZVBKZjlUaHpVYk9nYWNvOHVBejN5d1JpVEVyZDBPdkxUbnA0ZVA3MFc3TlZ3dENTWE5XTg?oc=5"" target=""_blank"">平安银行，顶压前行_公司新闻_财经</a>&nbsp;&nbsp;<font color=""#6f6f6f"">证券之星</font>",https://news.google.com/rss/articles/CBMiYEFVX3lxTE8wOEM1YU1hcGUtRE5EckVFZnRYbVdNMW9tejJtbm5memtWenNqZVBKZjlUaHpVYk9nYWNvOHVBejN5d1JpVEVyZDBPdkxUbnA0ZVA3MFc3TlZ3dENTWE5XTg?oc=5,平安银行,平安银行，顶压前行_公司新闻_财经 - 证券之星. 平安银行，顶压前行_公司新闻_财经 证券之星,neutral,0.14432627,zh,bootstrap,mixed_real_news_v6
2026-04-22,2026-04-22T14:14:45+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行：融资净偿还25.75万元，融资余额53.96亿元 - 东方财富,"<a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE5hZGVUZWpPUEgxbjU2WWZYWHBXZ29VRnlFVXBrVC1wdWVkdGV2YmxpSWtQYXNqSnhXU3JmeXpwRFE5aXkzcnducld6bEstelBocVRKdU9aYlZtaXRWTTM1Zw?oc=5"" target=""_blank"">平安银行：融资净偿还25.75万元，融资余额53.96亿元</a>&nbsp;&nbsp;<font color=""#6f6f6f"">东方财富</font>",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5hZGVUZWpPUEgxbjU2WWZYWHBXZ29VRnlFVXBrVC1wdWVkdGV2YmxpSWtQYXNqSnhXU3JmeXpwRFE5aXkzcnducld6bEstelBocVRKdU9aYlZtaXRWTTM1Zw?oc=5,平安银行,平安银行：融资净偿还25.75万元，融资余额53.96亿元 - 东方财富. 平安银行：融资净偿还25.75万元，融资余额53.96亿元 东方财富,neutral,0.028189862,zh,bootstrap,mixed_real_news_v6
2026-04-23,2026-04-23T07:00:00+00:00,000001.SZ,"""Ping An Bank"" - Google News","Ping An Bank Co., Ltd. Reports Earnings Results for the First Quarter Ended March 31, 2026 - marketscreener.com","<a href=""https://news.google.com/rss/articles/CBMi1gFBVV95cUxPNHk3cFVmYVV2S21JZXRtWHB0b2U2TjFsTEF1UTZGR0RBbkdNYXkyVUpoSGtUNWZtMk04RWFieS1VZlMxS0pzUnFLUko2NUtNVjlxVUQ1VGFMaXRycGx2TGFaVE1Gajg2TGJWOE51QnZILUhBUERkSTFqVWRkVHIxUDRIaHZuYlhCNXRQbXJpbXlqamNmYkRoVWRtZWRsNGh2bU9TRUFYc2UtOE9OcGVnQm50ajU1TFgzbER3M2w2bnIxLV92bEFRS1dmOU1LeU12Q3Juc3N3?oc=5"" target=""_blank"">Ping An Bank Co., Ltd. Reports Earnings Results for the First Quarter Ended March 31, 2026</a>&nbsp;&nbsp;<font color=""#6f6f6f"">marketscreener.com</font>",https://news.google.com/rss/articles/CBMi1gFBVV95cUxPNHk3cFVmYVV2S21JZXRtWHB0b2U2TjFsTEF1UTZGR0RBbkdNYXkyVUpoSGtUNWZtMk04RWFieS1VZlMxS0pzUnFLUko2NUtNVjlxVUQ1VGFMaXRycGx2TGFaVE1Gajg2TGJWOE51QnZILUhBUERkSTFqVWRkVHIxUDRIaHZuYlhCNXRQbXJpbXlqamNmYkRoVWRtZWRsNGh2bU9TRUFYc2UtOE9OcGVnQm50ajU1TFgzbER3M2w2bnIxLV92bEFRS1dmOU1LeU12Q3Juc3N3?oc=5,Ping An Bank,"Ping An Bank Co., Ltd. Reports Earnings Results for the First Quarter Ended March 31, 2026 - marketscreener.com. Ping An Bank Co., Ltd. Reports Earnings Results for the First Quarter Ended March 31, 2026 marketscreener.com",neutral,-0.08028492,en,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T02:57:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",八大银行鏖战银保2025：走出“降费”阴影，平安银行代销保险收入大涨53.3% - 21财经,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxQeHRFdHZGbmE3M1g0U1BmRDN1OVFMYTBTQ2szbzM2UjNudUxLR3J2SjNoM29raDRqdGg5VG1HRmpQUVBoUW54Tm9RNkYweXRhRFRzTGdPVmJhVEh5UGg3RGkzREE5M0REUzlta0hFWVpUejJ0QnZCVU9jdnM2NFE0TkUxUUxrZExBdDBNM2Q1dw?oc=5"" target=""_blank"">八大银行鏖战银保2025：走出“降费”阴影，平安银行代销保险收入大涨53.3%</a>&nbsp;&nbsp;<font color=""#6f6f6f"">21财经</font>",https://news.google.com/rss/articles/CBMijwFBVV95cUxQeHRFdHZGbmE3M1g0U1BmRDN1OVFMYTBTQ2szbzM2UjNudUxLR3J2SjNoM29raDRqdGg5VG1HRmpQUVBoUW54Tm9RNkYweXRhRFRzTGdPVmJhVEh5UGg3RGkzREE5M0REUzlta0hFWVpUejJ0QnZCVU9jdnM2NFE0TkUxUUxrZExBdDBNM2Q1dw?oc=5,平安银行,八大银行鏖战银保2025：走出“降费”阴影，平安银行代销保险收入大涨53.3% - 21财经. 八大银行鏖战银保2025：走出“降费”阴影，平安银行代销保险收入大涨53.3% 21财经,neutral,0.031244166,zh,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""Ping An Bank"" - Google News","Ping An Bank's Q1 2026 Earnings Report: Revenue and Net Profit Achieve 'Dual Growth,' Performance 'Turning Point' Arrives as Expected - Moomoo","<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxNakxZbG1FLVFfLXZqZE9fZjNsT3VXMGdYczhqUHladk81alM5TFNodm5CX21BYnlyWjNWaTUzbU9FZjJRZURTRndUNFowc0Ffb190OFN0Wld2SnNKdUIycDlYQzBHbkFBUUxfeUlpUHBsVzhvOXNzSXR6Vm9wTHBQSUszbUxVZ3RPM0oyOENnRDNUcl83aWlZ?oc=5"" target=""_blank"">Ping An Bank's Q1 2026 Earnings Report: Revenue and Net Profit Achieve 'Dual Growth,' Performance 'Turning Point' Arrives as Expected</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Moomoo</font>",https://news.google.com/rss/articles/CBMilwFBVV95cUxNakxZbG1FLVFfLXZqZE9fZjNsT3VXMGdYczhqUHladk81alM5TFNodm5CX21BYnlyWjNWaTUzbU9FZjJRZURTRndUNFowc0Ffb190OFN0Wld2SnNKdUIycDlYQzBHbkFBUUxfeUlpUHBsVzhvOXNzSXR6Vm9wTHBQSUszbUxVZ3RPM0oyOENnRDNUcl83aWlZ?oc=5,Ping An Bank,"Ping An Bank's Q1 2026 Earnings Report: Revenue and Net Profit Achieve 'Dual Growth,' Performance 'Turning Point' Arrives as Expected - Moomoo. Ping An Bank's Q1 2026 Earnings Report: Revenue and Net Profit Achieve 'Dual Growth,' Performance 'Turning Point' Arrives as Expected Moomoo",neutral,0.3201184,en,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""Ping An Bank"" - Google News",Ping An Bank (000001) Q1 2026 earnings summary - Quartr,"<a href=""https://news.google.com/rss/articles/CBMieEFVX3lxTE9iNjRuZXlDLVh4eDk2U3p1YVJna3dIZVFMU1F3RkJDdVM4MEEyd3hjMFVzd1RvVlZlSUVSTXNtV3h2WDBVMzBuVzRLTUFxNmZ6ejFTZXhCTWtmZlZwVGppVVpWeU5UemM0ck1xVVV3TXdaejRHbzZZQw?oc=5"" target=""_blank"">Ping An Bank (000001) Q1 2026 earnings summary</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Quartr</font>",https://news.google.com/rss/articles/CBMieEFVX3lxTE9iNjRuZXlDLVh4eDk2U3p1YVJna3dIZVFMU1F3RkJDdVM4MEEyd3hjMFVzd1RvVlZlSUVSTXNtV3h2WDBVMzBuVzRLTUFxNmZ6ejFTZXhCTWtmZlZwVGppVVpWeU5UemM0ck1xVVV3TXdaejRHbzZZQw?oc=5,Ping An Bank,Ping An Bank (000001) Q1 2026 earnings summary - Quartr. Ping An Bank (000001) Q1 2026 earnings summary Quartr,neutral,-0.17967667,en,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""Ping An Bank"" - Google News",Ping An Bank Q1 Net Profit Up 3.0% Y/Y - TradingView,"<a href=""https://news.google.com/rss/articles/CBMiqwFBVV95cUxPQmpwVlIyeEcwelY5cDVrM0FURjQ1Zzl1VFBqU3FXUEN3dlgzdXVlTWJ4MFlxZURnYXE5dklHdVZvZnRtQmpLV0hZdkRSX2pKZnU4NXZlQWtwekZyUURENmRoUHkwZlhaLVRXQlhOaVByVlBNMDlZQUtuNHU1c05fNDFwNExhQ2l1ZTFNcjUxRTR3ZUZOR2F6TEgzdTNUREpxX0F3VGc3TW81YnM?oc=5"" target=""_blank"">Ping An Bank Q1 Net Profit Up 3.0% Y/Y</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPQmpwVlIyeEcwelY5cDVrM0FURjQ1Zzl1VFBqU3FXUEN3dlgzdXVlTWJ4MFlxZURnYXE5dklHdVZvZnRtQmpLV0hZdkRSX2pKZnU4NXZlQWtwekZyUURENmRoUHkwZlhaLVRXQlhOaVByVlBNMDlZQUtuNHU1c05fNDFwNExhQ2l1ZTFNcjUxRTR3ZUZOR2F6TEgzdTNUREpxX0F3VGc3TW81YnM?oc=5,Ping An Bank,Ping An Bank Q1 Net Profit Up 3.0% Y/Y - TradingView. Ping An Bank Q1 Net Profit Up 3.0% Y/Y TradingView,positive,0.9235757,en,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""Ping An Bank"" - Google News","Ping An (02318.HK) subsidiary Ping An Bank reported a net profit of RMB 14.523 billion in the first quarter, representing a 3% increase. - 富途牛牛","<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxOZ2ROcmtJYXJHNElCZUthTGpTemlmZ0xnVm5mbHR2d05tVmpPbzhOOVVaa0pxajgwUVBLLWVpcENQZlpFd1ExUmJKZkZac1JGenRtZG9ndk1WajVPQUczcldTRk9xSUloblNmUnB1ZGtBLUVNUEVWN1h0Y2Zrbld4OU5TR21fR0x1NGluYVctWGZZZUlnVEdR?oc=5"" target=""_blank"">Ping An (02318.HK) subsidiary Ping An Bank reported a net profit of RMB 14.523 billion in the first quarter, representing a 3% increase.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">富途牛牛</font>",https://news.google.com/rss/articles/CBMilwFBVV95cUxOZ2ROcmtJYXJHNElCZUthTGpTemlmZ0xnVm5mbHR2d05tVmpPbzhOOVVaa0pxajgwUVBLLWVpcENQZlpFd1ExUmJKZkZac1JGenRtZG9ndk1WajVPQUczcldTRk9xSUloblNmUnB1ZGtBLUVNUEVWN1h0Y2Zrbld4OU5TR21fR0x1NGluYVctWGZZZUlnVEdR?oc=5,Ping An Bank,"Ping An (02318.HK) subsidiary Ping An Bank reported a net profit of RMB 14.523 billion in the first quarter, representing a 3% increase. - 富途牛牛. Ping An (02318.HK) subsidiary Ping An Bank reported a net profit of RMB 14.523 billion in the first quarter, representing a 3% increase. 富途牛牛",positive,0.9207232,en,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行2026年一季报：资产规模保持稳定，营收利润同比双增 - thepaper.cn,"<a href=""https://news.google.com/rss/articles/CBMiXkFVX3lxTE9HWGZKZEhLYXFlV0daYkw3ZjNSQ0VvYnN6NjhqbnljcXBhcXEza2VBM3RpRm1nclVZb0NyeGdseUlVZHo2Y0ZtX2hFUmUyY0N1cDk5TWpKNFhNSnlzdXc?oc=5"" target=""_blank"">平安银行2026年一季报：资产规模保持稳定，营收利润同比双增</a>&nbsp;&nbsp;<font color=""#6f6f6f"">thepaper.cn</font>",https://news.google.com/rss/articles/CBMiXkFVX3lxTE9HWGZKZEhLYXFlV0daYkw3ZjNSQ0VvYnN6NjhqbnljcXBhcXEza2VBM3RpRm1nclVZb0NyeGdseUlVZHo2Y0ZtX2hFUmUyY0N1cDk5TWpKNFhNSnlzdXc?oc=5,平安银行,平安银行2026年一季报：资产规模保持稳定，营收利润同比双增 - thepaper.cn. 平安银行2026年一季报：资产规模保持稳定，营收利润同比双增 thepaper.cn,neutral,0.01317214,zh,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",实体筑基 财富赋能 平安银行一季度营收净利同比双增 - 东方财富,"<a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTE5KNzUxUUJXZTRiTFlkOHo3bGNwNC1BTVpPanlJYXJuWEdUeGdCUHFYczVsbzRsSDdjNUpLeXVaVEF1VWozQkJfMDQzaGYwMnNETk4wTUM5UEhBQlNsOGFsMA?oc=5"" target=""_blank"">实体筑基 财富赋能 平安银行一季度营收净利同比双增</a>&nbsp;&nbsp;<font color=""#6f6f6f"">东方财富</font>",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5KNzUxUUJXZTRiTFlkOHo3bGNwNC1BTVpPanlJYXJuWEdUeGdCUHFYczVsbzRsSDdjNUpLeXVaVEF1VWozQkJfMDQzaGYwMnNETk4wTUM5UEhBQlNsOGFsMA?oc=5,平安银行,实体筑基 财富赋能 平安银行一季度营收净利同比双增 - 东方财富. 实体筑基 财富赋能 平安银行一季度营收净利同比双增 东方财富,neutral,0.051637203,zh,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行信用卡中心副总经理包建君任职资格获批 - 东方财富,"<a href=""https://news.google.com/rss/articles/CBMiYEFVX3lxTFBfT0JIRnBVTWQ2MHd4WjdXQmhtdkl0c1g5T2lDRmcxejh3WEUzbktVcGlhLW9MRXlYM1lrWC1aTUlZTkFTY1pyTDVici1HNFotRVU2N3FSbVVHLWVIcXh6dg?oc=5"" target=""_blank"">平安银行信用卡中心副总经理包建君任职资格获批</a>&nbsp;&nbsp;<font color=""#6f6f6f"">东方财富</font>",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBfT0JIRnBVTWQ2MHd4WjdXQmhtdkl0c1g5T2lDRmcxejh3WEUzbktVcGlhLW9MRXlYM1lrWC1aTUlZTkFTY1pyTDVici1HNFotRVU2N3FSbVVHLWVIcXh6dg?oc=5,平安银行,平安银行信用卡中心副总经理包建君任职资格获批 - 东方财富. 平安银行信用卡中心副总经理包建君任职资格获批 东方财富,neutral,0.03363533,zh,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行：一季度净利润同比增长3.0% - 东方财富,"<a href=""https://news.google.com/rss/articles/CBMiZkFVX3lxTFA1ZUhxLTE3TEdrRUVVU3pGNVV1ZWM4dVFidkl0ZzJGbTNjeWotczg0dWtUX0h0SndoU3RHUnkzRU43Q3M1c1Q5MWRJNlU3ZWNFTnYtWVNzYTRtcE9VeEhaVzQ5MXNCUQ?oc=5"" target=""_blank"">平安银行：一季度净利润同比增长3.0%</a>&nbsp;&nbsp;<font color=""#6f6f6f"">东方财富</font>",https://news.google.com/rss/articles/CBMiZkFVX3lxTFA1ZUhxLTE3TEdrRUVVU3pGNVV1ZWM4dVFidkl0ZzJGbTNjeWotczg0dWtUX0h0SndoU3RHUnkzRU43Q3M1c1Q5MWRJNlU3ZWNFTnYtWVNzYTRtcE9VeEhaVzQ5MXNCUQ?oc=5,平安银行,平安银行：一季度净利润同比增长3.0% - 东方财富. 平安银行：一季度净利润同比增长3.0% 东方财富,neutral,0.0102754235,zh,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行2026年一季报：资产规模保持稳定，营收利润同比双增 - 新浪财经,"<a href=""https://news.google.com/rss/articles/CBMifEFVX3lxTE9lUkFwSG5QTDJCWmk5UWNWeW9POXFGcUdRMWE2RUIyX0NGRWVsODE0U1B0b2JEQ1ZiUG0yNy1Zc2ExaWtBWjUtWTI4aXdUaHRfZy1Xa3d4Q2F5VHNpTk9kYXFia3V5MWdVSUxSbElwbUJjSTRNVUhkbDV4blA?oc=5"" target=""_blank"">平安银行2026年一季报：资产规模保持稳定，营收利润同比双增</a>&nbsp;&nbsp;<font color=""#6f6f6f"">新浪财经</font>",https://news.google.com/rss/articles/CBMifEFVX3lxTE9lUkFwSG5QTDJCWmk5UWNWeW9POXFGcUdRMWE2RUIyX0NGRWVsODE0U1B0b2JEQ1ZiUG0yNy1Zc2ExaWtBWjUtWTI4aXdUaHRfZy1Xa3d4Q2F5VHNpTk9kYXFia3V5MWdVSUxSbElwbUJjSTRNVUhkbDV4blA?oc=5,平安银行,平安银行2026年一季报：资产规模保持稳定，营收利润同比双增 - 新浪财经. 平安银行2026年一季报：资产规模保持稳定，营收利润同比双增 新浪财经,neutral,0.05052583,zh,bootstrap,mixed_real_news_v6
2026-04-24,2026-04-24T07:00:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行哈尔滨分行被罚54.96万，涉违反金融统计等规定 - 新浪财经,"<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxQLTJydU5MeHU2eDhoUXZRZE5pUjdzLVhRNVhqaHN1YlprY3J2TVpFa1lLZ3llOFU2X0p5LXlPMkpkcjVEaUVGNU9TMU9hOVc3YTNBdDB5TzJGQ1piMUw0OHVuVUZQdk9VeVNjb0ttc3llSDV6aDhmdjJZYnFBN3NfbVdRWTM?oc=5"" target=""_blank"">平安银行哈尔滨分行被罚54.96万，涉违反金融统计等规定</a>&nbsp;&nbsp;<font color=""#6f6f6f"">新浪财经</font>",https://news.google.com/rss/articles/CBMihAFBVV95cUxQLTJydU5MeHU2eDhoUXZRZE5pUjdzLVhRNVhqaHN1YlprY3J2TVpFa1lLZ3llOFU2X0p5LXlPMkpkcjVEaUVGNU9TMU9hOVc3YTNBdDB5TzJGQ1piMUw0OHVuVUZQdk9VeVNjb0ttc3llSDV6aDhmdjJZYnFBN3NfbVdRWTM?oc=5,平安银行,平安银行哈尔滨分行被罚54.96万，涉违反金融统计等规定 - 新浪财经. 平安银行哈尔滨分行被罚54.96万，涉违反金融统计等规定 新浪财经,neutral,0.04046848,zh,bootstrap,mixed_real_news_v6
