date,published_at,symbol,source,title,summary,url,query_keyword,text,finbert_label,sentiment_score
2026-04-28,2026-04-28T16:49:00+00:00,000001.SZ,"""平安银行"" - Google 新闻",接连两日收罚单，平安银行汽车金融业务合规警报拉响 - 新浪财经,"<a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTE1qd0Zod1dUSENJUi0xa0RQalJQTGxoaG0xd0hBS2JSZ0RQWXY3SEkyV0xWTUdBd0EyNklva3hsdzl4QklSb0Zvb2hGMDM3TWw3LTdwNnd4cGJZZHQ4cXB6S0Y2VUQteWlrM2FMd3ZPNXZCU0tDaWc?oc=5"" target=""_blank"">接连两日收罚单，平安银行汽车金融业务合规警报拉响</a>&nbsp;&nbsp;<font color=""#6f6f6f"">新浪财经</font>",https://news.google.com/rss/articles/CBMidkFVX3lxTE1qd0Zod1dUSENJUi0xa0RQalJQTGxoaG0xd0hBS2JSZ0RQWXY3SEkyV0xWTUdBd0EyNklva3hsdzl4QklSb0Zvb2hGMDM3TWw3LTdwNnd4cGJZZHQ4cXB6S0Y2VUQteWlrM2FMd3ZPNXZCU0tDaWc?oc=5,平安银行,"接连两日收罚单，平安银行汽车金融业务合规警报拉响 - 新浪财经. <a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTE1qd0Zod1dUSENJUi0xa0RQalJQTGxoaG0xd0hBS2JSZ0RQWXY3SEkyV0xWTUdBd0EyNklva3hsdzl4QklSb0Zvb2hGMDM3TWw3LTdwNnd4cGJZZHQ4cXB6S0Y2VUQteWlrM2FMd3ZPNXZCU0tDaWc?oc=5"" target=""_blank"">接连两日收罚单，平安银行汽车金融业务合规警报拉响</a>&nbsp;&nbsp;<font color=""#6f6f6f"">新浪财经</font>",neutral,0.025962219
2026-04-28,2026-04-28T21:30:00+00:00,000001.SZ,"""Ping An Bank"" - Google 新闻",Press Release: SunCar Technology Reports Financial Results for Full Year 2025 - 富途牛牛,"<a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxNLW1CUi1hWms0eUZrM0ZmZW5tWmhFOTlLRk0zN3pMUFdNZ2t0SmhnQk5qd3pndWptOEJJVWZyRE9Md3RVY1lrc1ZkRUdSU0QtdE5PMk5qR1NSYVdNWmkwcngxVnE4Z0lCd2JMM014dFJZMXIzV3ZfWmlkYlY1UDdiRUptS1ZlcXFKWXZRUGhDSlhEdG5OVFp4OFdqWXg1bVBNOVdFaHQzbGhPYXZjX3c?oc=5"" target=""_blank"">Press Release: SunCar Technology Reports Financial Results for Full Year 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">富途牛牛</font>",https://news.google.com/rss/articles/CBMirgFBVV95cUxNLW1CUi1hWms0eUZrM0ZmZW5tWmhFOTlLRk0zN3pMUFdNZ2t0SmhnQk5qd3pndWptOEJJVWZyRE9Md3RVY1lrc1ZkRUdSU0QtdE5PMk5qR1NSYVdNWmkwcngxVnE4Z0lCd2JMM014dFJZMXIzV3ZfWmlkYlY1UDdiRUptS1ZlcXFKWXZRUGhDSlhEdG5OVFp4OFdqWXg1bVBNOVdFaHQzbGhPYXZjX3c?oc=5,Ping An Bank,"Press Release: SunCar Technology Reports Financial Results for Full Year 2025 - 富途牛牛. <a href=""https://news.google.com/rss/articles/CBMirgFBVV95cUxNLW1CUi1hWms0eUZrM0ZmZW5tWmhFOTlLRk0zN3pMUFdNZ2t0SmhnQk5qd3pndWptOEJJVWZyRE9Md3RVY1lrc1ZkRUdSU0QtdE5PMk5qR1NSYVdNWmkwcngxVnE4Z0lCd2JMM014dFJZMXIzV3ZfWmlkYlY1UDdiRUptS1ZlcXFKWXZRUGhDSlhEdG5OVFp4OFdqWXg1bVBNOVdFaHQzbGhPYXZjX3c?oc=5"" target=""_blank"">Press Release: SunCar Technology Reports Financial Results for Full Year 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">富途牛牛</font>",neutral,0.0013543181
2026-04-28,2026-04-28T22:54:00+00:00,000001.SZ,平安银行 - Bing新聞,平安银行信用卡新卡来袭！全球急难救援 + 健康守护一步到位,"上周木木一家带娃出门度假,本来开开心心的,没想到吃顿普通早餐就食物中毒了,特意发了避雷文,没想到卡友们还挺关心木木的哈哈哈。 还有不少卡友留言说,自己也遇到过类似情况,全家上吐下泻,在人生地不熟的地方跑急诊,想想都糟心。万一在境外碰到更严重的病情,后果真的不敢想。 眼看五一假期就要到了,木木也计划了境外游。经过这次教训,吃喝方面肯定会格外小心。也有朋友提醒木木:出门在外,备上一份旅行保险更安心,真 ...",http://www.bing.com/news/apiclick.aspx?ref=FexRss&aid=&tid=69fb1697ba8743c0889fc07426afbc5c&url=https%3a%2f%2ffinance.ifeng.com%2fc%2f8siTBx4kfYf&c=14780593342632502453&mkt=zh-tw,平安银行,"平安银行信用卡新卡来袭！全球急难救援 + 健康守护一步到位. 上周木木一家带娃出门度假,本来开开心心的,没想到吃顿普通早餐就食物中毒了,特意发了避雷文,没想到卡友们还挺关心木木的哈哈哈。 还有不少卡友留言说,自己也遇到过类似情况,全家上吐下泻,在人生地不熟的地方跑急诊,想想都糟心。万一在境外碰到更严重的病情,后果真的不敢想。 眼看五一假期就要到了,木木也计划了境外游。经过这次教训,吃喝方面肯定会格外小心。也有朋友提醒木木:出门在外,备上一份旅行保险更安心,真 ...",neutral,0.1018304
2026-04-28,2026-04-28T23:25:27+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行获得发明专利授权：“一种多源数据规范化处理方法、装置、系统及存储介质” - 新浪财经,"<a href=""https://news.google.com/rss/articles/CBMibkFVX3lxTE1nb1drc0FhTzdnY2JTcVFNeHVKMmM1aldEWGVDNFZtaU5yRzM3Z1hQdjg4bDdtbDgzSmU3ZWhTbzBPUTFOWlFMZ201Vjg0U2U4MkNRVVotdmlxMEVrRlptRG5pNXlBRXZlTlhSZWJ3?oc=5"" target=""_blank"">平安银行获得发明专利授权：“一种多源数据规范化处理方法、装置、系统及存储介质”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">新浪财经</font>",https://news.google.com/rss/articles/CBMibkFVX3lxTE1nb1drc0FhTzdnY2JTcVFNeHVKMmM1aldEWGVDNFZtaU5yRzM3Z1hQdjg4bDdtbDgzSmU3ZWhTbzBPUTFOWlFMZ201Vjg0U2U4MkNRVVotdmlxMEVrRlptRG5pNXlBRXZlTlhSZWJ3?oc=5,平安银行,"平安银行获得发明专利授权：“一种多源数据规范化处理方法、装置、系统及存储介质” - 新浪财经. <a href=""https://news.google.com/rss/articles/CBMibkFVX3lxTE1nb1drc0FhTzdnY2JTcVFNeHVKMmM1aldEWGVDNFZtaU5yRzM3Z1hQdjg4bDdtbDgzSmU3ZWhTbzBPUTFOWlFMZ201Vjg0U2U4MkNRVVotdmlxMEVrRlptRG5pNXlBRXZlTlhSZWJ3?oc=5"" target=""_blank"">平安银行获得发明专利授权：“一种多源数据规范化处理方法、装置、系统及存储介质”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">新浪财经</font>",neutral,0.025208892
2026-04-29,2026-04-29T03:41:48+00:00,000001.SZ,"""Ping An Bank"" - Google 新闻",银行一季报亮相，多重因素驱动业绩增长 - 富途牛牛,"<a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE5wT2dkUGNWbmtydWxwRGgzZzlJRFBtd1UzLXI3bURmWnFFVjdjbXQtdFZ6RF83cFJyV2x4LWRxalpsZE9uaU1QSDY4V0lvdzJfbEE?oc=5"" target=""_blank"">银行一季报亮相，多重因素驱动业绩增长</a>&nbsp;&nbsp;<font color=""#6f6f6f"">富途牛牛</font>",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5wT2dkUGNWbmtydWxwRGgzZzlJRFBtd1UzLXI3bURmWnFFVjdjbXQtdFZ6RF83cFJyV2x4LWRxalpsZE9uaU1QSDY4V0lvdzJfbEE?oc=5,Ping An Bank,"银行一季报亮相，多重因素驱动业绩增长 - 富途牛牛. <a href=""https://news.google.com/rss/articles/CBMiUkFVX3lxTE5wT2dkUGNWbmtydWxwRGgzZzlJRFBtd1UzLXI3bURmWnFFVjdjbXQtdFZ6RF83cFJyV2x4LWRxalpsZE9uaU1QSDY4V0lvdzJfbEE?oc=5"" target=""_blank"">银行一季报亮相，多重因素驱动业绩增长</a>&nbsp;&nbsp;<font color=""#6f6f6f"">富途牛牛</font>",neutral,0.018184014
2026-04-29,2026-04-29T04:50:36+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行信用卡新卡来袭！全球急难救援 + 健康守护一步到位 - 凤凰网财经,"<a href=""https://news.google.com/rss/articles/CBMiUEFVX3lxTE4tYUt4bzV0OVhnV2lKUjk1WUhJSTI3cFotSWtBdEE5WUVuR1hoMDlJcDZEaHhqZWdERTZMVTlQT2hWUjF0RjhFckh5Mk5jZFVf?oc=5"" target=""_blank"">平安银行信用卡新卡来袭！全球急难救援 + 健康守护一步到位</a>&nbsp;&nbsp;<font color=""#6f6f6f"">凤凰网财经</font>",https://news.google.com/rss/articles/CBMiUEFVX3lxTE4tYUt4bzV0OVhnV2lKUjk1WUhJSTI3cFotSWtBdEE5WUVuR1hoMDlJcDZEaHhqZWdERTZMVTlQT2hWUjF0RjhFckh5Mk5jZFVf?oc=5,平安银行,"平安银行信用卡新卡来袭！全球急难救援 + 健康守护一步到位 - 凤凰网财经. <a href=""https://news.google.com/rss/articles/CBMiUEFVX3lxTE4tYUt4bzV0OVhnV2lKUjk1WUhJSTI3cFotSWtBdEE5WUVuR1hoMDlJcDZEaHhqZWdERTZMVTlQT2hWUjF0RjhFckh5Mk5jZFVf?oc=5"" target=""_blank"">平安银行信用卡新卡来袭！全球急难救援 + 健康守护一步到位</a>&nbsp;&nbsp;<font color=""#6f6f6f"">凤凰网财经</font>",neutral,0.016094627
2026-04-29,2026-04-29T04:52:50+00:00,000001.SZ,"""Ping An Bank"" - Google News",Ping An Bank profit rises 3% to $2.12b in Q1 - Asian Banking & Finance,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxPZzJPNkg2ZTZvSFoyNnZlVllsNE1qdmhEc3Fva21uTUVhcTMyRkdydUl0NzN3dTB6RmdtcnUxSkprdWV6bFE1U0FOVGU4RkNmUVJ2N1k2WmdlUG5SS1E4WHV2cFpUck9rVHJ6ME8xY3RWTDZ5UElrN3VndHViYVlfSFJ4OTV1S3RkdHBNaFZvU2tDZlFr?oc=5"" target=""_blank"">Ping An Bank profit rises 3% to $2.12b in Q1</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Asian Banking & Finance</font>",https://news.google.com/rss/articles/CBMilAFBVV95cUxPZzJPNkg2ZTZvSFoyNnZlVllsNE1qdmhEc3Fva21uTUVhcTMyRkdydUl0NzN3dTB6RmdtcnUxSkprdWV6bFE1U0FOVGU4RkNmUVJ2N1k2WmdlUG5SS1E4WHV2cFpUck9rVHJ6ME8xY3RWTDZ5UElrN3VndHViYVlfSFJ4OTV1S3RkdHBNaFZvU2tDZlFr?oc=5,Ping An Bank,"Ping An Bank profit rises 3% to $2.12b in Q1 - Asian Banking & Finance. <a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxPZzJPNkg2ZTZvSFoyNnZlVllsNE1qdmhEc3Fva21uTUVhcTMyRkdydUl0NzN3dTB6RmdtcnUxSkprdWV6bFE1U0FOVGU4RkNmUVJ2N1k2WmdlUG5SS1E4WHV2cFpUck9rVHJ6ME8xY3RWTDZ5UElrN3VndHViYVlfSFJ4OTV1S3RkdHBNaFZvU2tDZlFr?oc=5"" target=""_blank"">Ping An Bank profit rises 3% to $2.12b in Q1</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Asian Banking & Finance</font>",positive,0.90843314
2026-04-29,2026-04-29T06:49:03+00:00,000001.SZ,"""Ping An Bank"" - Google News","Ping An reports $3.66b net profit, down 7.4% in Q1 as revenue falls despite operating gains - Insurance Asia","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxQZmQwaWstcUFndDM5VTVQaklxdnZwbWszT3NCQmFWLTFjS1NYSXZFLXpkdURrNUZEQzdwdmRVWUh3UFNMa0M5OHpJWnA5STN2QVc0LW41YTg4eUxvVXU1NENmVnljR2NianNVRXlCT1VrLTdxYTBNb1V1RWhkN0ZvMThRNXpwTU1ZOXJvSjQtWEtwMVdNLTdlelZPXzN0QjlfQkJseDhKVkV0TjNseDl0VjhyN0dMQzR1U3VFZEdR?oc=5"" target=""_blank"">Ping An reports $3.66b net profit, down 7.4% in Q1 as revenue falls despite operating gains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Insurance Asia</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxQZmQwaWstcUFndDM5VTVQaklxdnZwbWszT3NCQmFWLTFjS1NYSXZFLXpkdURrNUZEQzdwdmRVWUh3UFNMa0M5OHpJWnA5STN2QVc0LW41YTg4eUxvVXU1NENmVnljR2NianNVRXlCT1VrLTdxYTBNb1V1RWhkN0ZvMThRNXpwTU1ZOXJvSjQtWEtwMVdNLTdlelZPXzN0QjlfQkJseDhKVkV0TjNseDl0VjhyN0dMQzR1U3VFZEdR?oc=5,Ping An Bank,"Ping An reports $3.66b net profit, down 7.4% in Q1 as revenue falls despite operating gains - Insurance Asia. <a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxQZmQwaWstcUFndDM5VTVQaklxdnZwbWszT3NCQmFWLTFjS1NYSXZFLXpkdURrNUZEQzdwdmRVWUh3UFNMa0M5OHpJWnA5STN2QVc0LW41YTg4eUxvVXU1NENmVnljR2NianNVRXlCT1VrLTdxYTBNb1V1RWhkN0ZvMThRNXpwTU1ZOXJvSjQtWEtwMVdNLTdlelZPXzN0QjlfQkJseDhKVkV0TjNseDl0VjhyN0dMQzR1U3VFZEdR?oc=5"" target=""_blank"">Ping An reports $3.66b net profit, down 7.4% in Q1 as revenue falls despite operating gains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Insurance Asia</font>",negative,-0.9666422
2026-04-29,2026-04-29T07:59:42+00:00,000001.SZ,"""Ping An Bank"" - Google News",Ping An Bank Co Ltd stock (CNE100001TP8): Why does its retail banking focus matter more now for glob - AD HOC NEWS,"<a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxQZjVUcmdtcWJkQk9rSkR6eXFxLXpfMDhkdGxuclAwZXJROW9mSHZWSTU5WWpZWVp3cGpxaTJULUxxQWM0ZnZRUXVpRnVHZS1oTlJ5WUxoNUgtbDVaT2FBNVluMF9wRHVBS2IzeXNpR3VjTnJ6c0p1bk5HdnZodGs0bFlHQXM2Rl9udHpyVE5hdk96RU8tdm1nZ2ZoQlpXVkxHcTNVdDh1bGlrb2h1OUNCdGpySlhpb2FQOHFUdm1OX1BvQTQ?oc=5"" target=""_blank"">Ping An Bank Co Ltd stock (CNE100001TP8): Why does its retail banking focus matter more now for glob</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AD HOC NEWS</font>",https://news.google.com/rss/articles/CBMiwwFBVV95cUxQZjVUcmdtcWJkQk9rSkR6eXFxLXpfMDhkdGxuclAwZXJROW9mSHZWSTU5WWpZWVp3cGpxaTJULUxxQWM0ZnZRUXVpRnVHZS1oTlJ5WUxoNUgtbDVaT2FBNVluMF9wRHVBS2IzeXNpR3VjTnJ6c0p1bk5HdnZodGs0bFlHQXM2Rl9udHpyVE5hdk96RU8tdm1nZ2ZoQlpXVkxHcTNVdDh1bGlrb2h1OUNCdGpySlhpb2FQOHFUdm1OX1BvQTQ?oc=5,Ping An Bank,"Ping An Bank Co Ltd stock (CNE100001TP8): Why does its retail banking focus matter more now for glob - AD HOC NEWS. <a href=""https://news.google.com/rss/articles/CBMiwwFBVV95cUxQZjVUcmdtcWJkQk9rSkR6eXFxLXpfMDhkdGxuclAwZXJROW9mSHZWSTU5WWpZWVp3cGpxaTJULUxxQWM0ZnZRUXVpRnVHZS1oTlJ5WUxoNUgtbDVaT2FBNVluMF9wRHVBS2IzeXNpR3VjTnJ6c0p1bk5HdnZodGs0bFlHQXM2Rl9udHpyVE5hdk96RU8tdm1nZ2ZoQlpXVkxHcTNVdDh1bGlrb2h1OUNCdGpySlhpb2FQOHFUdm1OX1BvQTQ?oc=5"" target=""_blank"">Ping An Bank Co Ltd stock (CNE100001TP8): Why does its retail banking focus matter more now for glob</a>&nbsp;&nbsp;<font color=""#6f6f6f"">AD HOC NEWS</font>",neutral,0.016888004
2026-04-29,2026-04-29T10:00:00+00:00,000001.SZ,"""Ping An Bank"" - Google News",Ping An Posts Robust Q1 2026 Results as Integrated Finance and Health Strategy Gains Traction - The Globe and Mail,"<a href=""https://news.google.com/rss/articles/CBMihAJBVV95cUxOYThoYmFkU055VktFbFlzajhibVdlcWdYMzR3VFExLTNTUERIZTRwWUpOMmplQUlGWkc5bkdVaURyX2dBaTV4NGtnaEVWaW5KYzRfUXdWcGN2ZVB1eGd6VzhLUS02VGxxQ0Q4REo2dkNoR1hYbWJBcmdQUVR5b1FXTmNOTkJKemJiVmVjeGE2c2hPQUJxSFhTd3JvRTNKS0tFek1kMW5Md1BjXzZnWUtWRkoxa015QTB4UzlKYW9OeHhveEN0X0RLYzJHSkhNQzRzaVE5OWJ0NHRQejQ0Ni1JZFJYZFhVYzM5d0JZb0ZOVEZYVFF5dWdpRmZjcU8tbjRQYy1Meg?oc=5"" target=""_blank"">Ping An Posts Robust Q1 2026 Results as Integrated Finance and Health Strategy Gains Traction</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Globe and Mail</font>",https://news.google.com/rss/articles/CBMihAJBVV95cUxOYThoYmFkU055VktFbFlzajhibVdlcWdYMzR3VFExLTNTUERIZTRwWUpOMmplQUlGWkc5bkdVaURyX2dBaTV4NGtnaEVWaW5KYzRfUXdWcGN2ZVB1eGd6VzhLUS02VGxxQ0Q4REo2dkNoR1hYbWJBcmdQUVR5b1FXTmNOTkJKemJiVmVjeGE2c2hPQUJxSFhTd3JvRTNKS0tFek1kMW5Md1BjXzZnWUtWRkoxa015QTB4UzlKYW9OeHhveEN0X0RLYzJHSkhNQzRzaVE5OWJ0NHRQejQ0Ni1JZFJYZFhVYzM5d0JZb0ZOVEZYVFF5dWdpRmZjcU8tbjRQYy1Meg?oc=5,Ping An Bank,"Ping An Posts Robust Q1 2026 Results as Integrated Finance and Health Strategy Gains Traction - The Globe and Mail. <a href=""https://news.google.com/rss/articles/CBMihAJBVV95cUxOYThoYmFkU055VktFbFlzajhibVdlcWdYMzR3VFExLTNTUERIZTRwWUpOMmplQUlGWkc5bkdVaURyX2dBaTV4NGtnaEVWaW5KYzRfUXdWcGN2ZVB1eGd6VzhLUS02VGxxQ0Q4REo2dkNoR1hYbWJBcmdQUVR5b1FXTmNOTkJKemJiVmVjeGE2c2hPQUJxSFhTd3JvRTNKS0tFek1kMW5Md1BjXzZnWUtWRkoxa015QTB4UzlKYW9OeHhveEN0X0RLYzJHSkhNQzRzaVE5OWJ0NHRQejQ0Ni1JZFJYZFhVYzM5d0JZb0ZOVEZYVFF5dWdpRmZjcU8tbjRQYy1Meg?oc=5"" target=""_blank"">Ping An Posts Robust Q1 2026 Results as Integrated Finance and Health Strategy Gains Traction</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Globe and Mail</font>",positive,0.8985258
2026-04-29,2026-04-29T13:44:15+00:00,000001.SZ,"""Ping An Bank"" - Google 新闻",PING AN INSURANCE GROUP(2318.HK):EARNINGS REVIEW:ROBUST OPERATING RESULTS DESPITE NET PROFIT DECLINE; BUY - 富途牛牛 - 富途牛牛,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxPXzJ0MlM3YzFFNW5KU3V2NkRFUkNrR2syektlclZLdmpGLU5RbnVFSk1RQ3owc29sOXFRWUZqTHFZcmNKTHcydXRYS1BDRjVJWG5ia0RGdmZMRUxCQ3N1MVhUM01wVTFBbXdMdlJOUWtQU1lPY1ZUSThvUW1BWTQ0aERWOTVSQUxuWnRlbi1vQTJsWkE5R2NudHJyQ2hjRE5kdXdBeg?oc=5"" target=""_blank"">PING AN INSURANCE GROUP(2318.HK):EARNINGS REVIEW:ROBUST OPERATING RESULTS DESPITE NET PROFIT DECLINE; BUY - 富途牛牛</a>&nbsp;&nbsp;<font color=""#6f6f6f"">富途牛牛</font>",https://news.google.com/rss/articles/CBMipAFBVV95cUxPXzJ0MlM3YzFFNW5KU3V2NkRFUkNrR2syektlclZLdmpGLU5RbnVFSk1RQ3owc29sOXFRWUZqTHFZcmNKTHcydXRYS1BDRjVJWG5ia0RGdmZMRUxCQ3N1MVhUM01wVTFBbXdMdlJOUWtQU1lPY1ZUSThvUW1BWTQ0aERWOTVSQUxuWnRlbi1vQTJsWkE5R2NudHJyQ2hjRE5kdXdBeg?oc=5,Ping An Bank,"PING AN INSURANCE GROUP(2318.HK):EARNINGS REVIEW:ROBUST OPERATING RESULTS DESPITE NET PROFIT DECLINE; BUY - 富途牛牛 - 富途牛牛. <a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxPXzJ0MlM3YzFFNW5KU3V2NkRFUkNrR2syektlclZLdmpGLU5RbnVFSk1RQ3owc29sOXFRWUZqTHFZcmNKTHcydXRYS1BDRjVJWG5ia0RGdmZMRUxCQ3N1MVhUM01wVTFBbXdMdlJOUWtQU1lPY1ZUSThvUW1BWTQ0aERWOTVSQUxuWnRlbi1vQTJsWkE5R2NudHJyQ2hjRE5kdXdBeg?oc=5"" target=""_blank"">PING AN INSURANCE GROUP(2318.HK):EARNINGS REVIEW:ROBUST OPERATING RESULTS DESPITE NET PROFIT DECLINE; BUY - 富途牛牛</a>&nbsp;&nbsp;<font color=""#6f6f6f"">富途牛牛</font>",negative,-0.36566353
2026-04-29,2026-04-29T23:40:25+00:00,000001.SZ,"""平安银行"" - Google 新闻",平安银行：融资净偿还1.43亿元，融资余额53.11亿元 - 东方财富,"<a href=""https://news.google.com/rss/articles/CBMiZkFVX3lxTE9Kb3duZWwzRzRHNlIwRENPbzdXQnUyOW5VemVkYW5ENWwwZXpFYURpdlpxamgtVzVJMFU0QzRaSUYwa3Bma1BkTmRMbDN6SU1YUTJyYndwWV94eGh5XzhyamdDNVk3dw?oc=5"" target=""_blank"">平安银行：融资净偿还1.43亿元，融资余额53.11亿元</a>&nbsp;&nbsp;<font color=""#6f6f6f"">东方财富</font>",https://news.google.com/rss/articles/CBMiZkFVX3lxTE9Kb3duZWwzRzRHNlIwRENPbzdXQnUyOW5VemVkYW5ENWwwZXpFYURpdlpxamgtVzVJMFU0QzRaSUYwa3Bma1BkTmRMbDN6SU1YUTJyYndwWV94eGh5XzhyamdDNVk3dw?oc=5,平安银行,"平安银行：融资净偿还1.43亿元，融资余额53.11亿元 - 东方财富. <a href=""https://news.google.com/rss/articles/CBMiZkFVX3lxTE9Kb3duZWwzRzRHNlIwRENPbzdXQnUyOW5VemVkYW5ENWwwZXpFYURpdlpxamgtVzVJMFU0QzRaSUYwa3Bma1BkTmRMbDN6SU1YUTJyYndwWV94eGh5XzhyamdDNVk3dw?oc=5"" target=""_blank"">平安银行：融资净偿还1.43亿元，融资余额53.11亿元</a>&nbsp;&nbsp;<font color=""#6f6f6f"">东方财富</font>",neutral,0.019986264
2026-04-30,2026-04-30T01:44:00+00:00,000001.SZ,"""000001"" - Google News",Stocks in China Hit 6-week High - TradingView,"<a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxNYjkzNXhjdjFkbUJqM0QxUVZ3c1NkVC1IS1ZLYndXSkNSRzNHZ0pBd3JIaUZqcnNTNThzbEtyM01MajZpVjRObkYzYkxWVVVHc3pldEpKZS1hdlNreW05RldRem13emVBVjBGSVRybTFERHVhMF9Kdnc2YjQzM0hkOE03cnkzdjFXMlE?oc=5"" target=""_blank"">Stocks in China Hit 6-week High</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",https://news.google.com/rss/articles/CBMiigFBVV95cUxNYjkzNXhjdjFkbUJqM0QxUVZ3c1NkVC1IS1ZLYndXSkNSRzNHZ0pBd3JIaUZqcnNTNThzbEtyM01MajZpVjRObkYzYkxWVVVHc3pldEpKZS1hdlNreW05RldRem13emVBVjBGSVRybTFERHVhMF9Kdnc2YjQzM0hkOE03cnkzdjFXMlE?oc=5,000001,"Stocks in China Hit 6-week High - TradingView. <a href=""https://news.google.com/rss/articles/CBMiigFBVV95cUxNYjkzNXhjdjFkbUJqM0QxUVZ3c1NkVC1IS1ZLYndXSkNSRzNHZ0pBd3JIaUZqcnNTNThzbEtyM01MajZpVjRObkYzYkxWVVVHc3pldEpKZS1hdlNreW05RldRem13emVBVjBGSVRybTFERHVhMF9Kdnc2YjQzM0hkOE03cnkzdjFXMlE?oc=5"" target=""_blank"">Stocks in China Hit 6-week High</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",positive,0.83775806
2026-04-30,2026-04-30T02:21:00+00:00,000001.SZ,"""000001"" - Google News",Shanghai Stocks Hold at Over 1-Month High - TradingView,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxOLXZOMWc0c1IzUjlZR0N3U0UwZjVjelcwMEg5RmpkMVR3V2lQdDdlYzBXWjZDSWdSXzJJaE8zOXNIdkJGWXNTSGtLaHB0eHpjSzNvZTJJSWUtQTh6WDQyTUtJQkR0T05FVGJ1UVBzbjhsaWdHWDdQYXZkZkRWbzlRZGlGOHFDLWdxMll2OU4xMmdJckpNdVhn?oc=5"" target=""_blank"">Shanghai Stocks Hold at Over 1-Month High</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",https://news.google.com/rss/articles/CBMilwFBVV95cUxOLXZOMWc0c1IzUjlZR0N3U0UwZjVjelcwMEg5RmpkMVR3V2lQdDdlYzBXWjZDSWdSXzJJaE8zOXNIdkJGWXNTSGtLaHB0eHpjSzNvZTJJSWUtQTh6WDQyTUtJQkR0T05FVGJ1UVBzbjhsaWdHWDdQYXZkZkRWbzlRZGlGOHFDLWdxMll2OU4xMmdJckpNdVhn?oc=5,000001,"Shanghai Stocks Hold at Over 1-Month High - TradingView. <a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxOLXZOMWc0c1IzUjlZR0N3U0UwZjVjelcwMEg5RmpkMVR3V2lQdDdlYzBXWjZDSWdSXzJJaE8zOXNIdkJGWXNTSGtLaHB0eHpjSzNvZTJJSWUtQTh6WDQyTUtJQkR0T05FVGJ1UVBzbjhsaWdHWDdQYXZkZkRWbzlRZGlGOHFDLWdxMll2OU4xMmdJckpNdVhn?oc=5"" target=""_blank"">Shanghai Stocks Hold at Over 1-Month High</a>&nbsp;&nbsp;<font color=""#6f6f6f"">TradingView</font>",neutral,0.07678832
